employee_id,age,gender,country,department,job_role,education_level,school_tier,parental_status,accented_name_flag,contracted_hours_weekly,years_at_company,manager_level,remote_ratio,performance_rating,engagement_score,training_hours,internal_mobility_count,promotion_last_3y,absenteeism_days,overtime_hours,manager_favoritism_score,visibility_score,psychological_safety_score,salary,bonus,stock_options,attrition
EMP_102245,30,Male,USA,Marketing,Content Specialist,Master,Tier 3,No Children,1,35,9,0,75,3.55,52.05733250977832,63,2,0,5,22,55.3,68.2,45.4,62125.0,3804,0,0
EMP_102246,27,Male,Canada,Finance,Controller,Master,Tier 3,Parent,1,35,2,1,50,3.68,55.4063530126726,24,1,0,3,33,59.8,62.7,64.0,64620.0,6961,3039,0
EMP_102247,43,Female,France,Finance,Controller,Master,Tier 2,No Children,0,28,6,1,0,3.68,51.69516068816933,53,1,0,14,16,52.7,69.3,56.4,68282.0,6431,10582,0
EMP_102248,42,Male,Germany,Finance,Financial Analyst,Master,Tier 2,Parent,0,35,2,0,50,3.46,88.5211313342742,52,1,0,10,34,61.5,64.0,45.0,43830.0,6016,2871,0
EMP_102249,22,Male,Germany,Customer Support,Customer Success Manager,Bachelor,Tier 3,No Children,0,35,1,0,0,4.83,72.9294618198672,46,3,0,6,29,58.5,73.0,61.8,43041.0,1801,0,0
EMP_102250,40,Female,France,HR,Talent Manager,Master,Tier 1,No Children,0,35,15,1,50,3.79,76.8625683194735,47,1,0,4,41,55.0,64.2,44.6,79065.0,4119,7329,0
EMP_102251,35,Female,Spain,IT,Frontend Developer,Master,Tier 3,No Children,1,28,3,0,0,2.88,,33,0,0,28,28,45.4,74.2,39.1,48669.0,8911,0,0
EMP_102252,26,Female,Spain,Finance,Controller,Bachelor,Tier 1,No Children,0,35,5,1,50,4.28,62.00838296493687,34,3,0,9,26,58.8,71.5,57.9,68947.0,149,5678,0
EMP_102253,45,Non-Binary,UK,Marketing,Content Specialist,Master,Tier 1,No Children,0,35,2,0,25,4.4,48.65421041535833,38,0,0,14,22,56.1,69.4,52.4,51850.0,9563,6154,0
EMP_102254,33,Male,Canada,IT,DevOps Engineer,Bachelor,Tier 2,No Children,0,35,6,0,50,2.46,45.266304126355394,26,2,0,13,20,77.8,58.6,64.6,74712.0,9678,0,0
EMP_102255,30,Female,Germany,IT,Backend Developer,Master,Tier 3,No Children,0,28,9,0,50,3.1,51.848914704750015,53,2,0,24,11,70.0,70.2,62.8,65169.0,6174,346,0
EMP_102256,32,Female,USA,IT,Cloud Engineer,Master,Tier 2,No Children,0,28,3,1,50,4.62,76.4229484696893,21,1,0,23,22,66.7,66.8,61.9,63456.0,5935,4252,0
EMP_102257,38,Male,Germany,Data,Data Scientist,Master,Tier 3,Parent,1,35,0,2,100,3.74,65.37687394501015,41,0,0,16,24,65.6,74.7,45.9,82858.0,4323,15585,0
EMP_102258,42,Male,UK,Customer Support,Customer Success Manager,PhD,Tier 2,Parent,0,35,3,1,50,2.5,64.86173981934535,45,0,1,8,8,58.1,60.0,44.0,68746.0,9198,0,0
EMP_102259,22,Male,Canada,Finance,Accountant,Master,Tier 2,No Children,1,28,1,0,75,2.84,68.77639773241255,59,2,0,14,22,47.2,75.2,71.5,51783.0,4525,0,0
EMP_102260,37,Female,France,Marketing,SEO Manager,Bachelor,Tier 1,Parent,0,28,1,1,50,2.73,62.66776534497834,33,0,0,26,3,57.3,69.4,31.5,48058.0,5065,6638,1
EMP_102261,36,Female,France,Marketing,SEO Manager,PhD,Tier 2,Parent,0,28,5,0,50,2.76,76.08409812299946,4,1,0,21,0,56.4,52.5,59.6,52219.0,529,1144,0
EMP_102262,43,Female,UK,Finance,Accountant,PhD,Tier 2,Parent,0,28,0,0,75,1.81,56.589418359521126,54,0,0,40,32,59.9,47.7,28.7,48062.0,10868,0,1
EMP_102263,24,Female,Germany,Finance,Controller,Master,Tier 1,Parent,0,28,3,0,50,3.44,59.84558739985092,53,1,0,26,7,51.0,44.4,49.3,60201.0,116,583,1
EMP_102264,43,Male,USA,Data,Data Engineer,PhD,Tier 3,No Children,0,35,5,0,75,1.73,78.07017399783558,21,3,0,13,35,72.6,62.2,64.5,58973.0,6422,3700,0
EMP_102265,41,Male,UK,Customer Support,Support Agent,Master,Tier 2,No Children,0,35,6,1,25,2.83,80.4400540922886,59,2,1,7,38,70.4,67.0,62.9,63400.0,4434,8067,0
EMP_102266,36,Male,USA,HR,HRBP,Bachelor,Tier 2,No Children,0,35,9,0,75,3.69,67.82455615321116,56,1,0,7,28,61.4,55.4,66.7,62609.0,3316,0,0
EMP_102267,36,Female,UK,Customer Support,Support Agent,Bachelor,Tier 2,Parent,0,28,7,3,100,4.27,38.79855910018268,60,1,0,27,26,57.5,66.9,58.2,71634.0,8369,13176,1
EMP_102268,23,Female,UK,Marketing,SEO Manager,Master,Tier 3,No Children,1,35,2,0,100,3.8,80.95693593252525,70,3,0,7,32,53.8,61.6,44.1,35933.0,4082,0,0
EMP_102269,34,Male,Spain,Finance,Accountant,Master,Tier 3,Parent,0,28,6,0,25,4.33,56.27643002847681,36,1,0,9,18,61.5,63.9,70.9,59863.0,3598,0,0
EMP_102270,25,Male,Spain,Sales,Sales Executive,PhD,Tier 2,No Children,0,35,4,1,100,,76.54287882947352,45,2,1,8,27,51.6,64.2,71.9,76450.0,8361,5659,0
EMP_102271,52,Female,Canada,HR,HRBP,Master,Tier 3,No Children,0,28,3,1,0,3.7,47.9874456396884,68,0,0,24,19,53.9,72.0,44.3,52264.0,6703,9236,1
EMP_102272,42,Male,Germany,IT,Frontend Developer,Master,Tier 2,No Children,0,35,7,0,0,3.38,59.70845368137269,37,0,1,17,27,43.2,82.8,61.3,58167.0,6428,623,0
EMP_102273,37,Male,UK,Data,Data Engineer,Bachelor,Tier 3,Parent,0,35,0,1,50,4.26,55.88111370330567,48,1,1,10,3,67.5,67.6,58.7,67902.0,10508,6713,0
EMP_102274,22,Female,Spain,Operations,Operations Manager,Master,Tier 2,No Children,1,28,1,0,0,3.18,74.1965298915647,65,0,0,20,27,61.2,62.3,32.2,45653.0,3450,0,1
EMP_102275,37,Male,USA,Finance,Controller,Master,Tier 3,No Children,0,35,5,0,75,3.68,36.578928389522176,57,1,0,14,29,63.1,72.0,58.4,63139.0,12991,3270,0
EMP_102276,35,Non-Binary,USA,HR,Talent Manager,Master,Tier 2,No Children,0,35,8,0,75,2.9,44.95942574776811,16,0,0,26,17,71.5,61.7,23.8,55835.0,1592,2498,1
EMP_102277,43,Male,USA,HR,Talent Manager,Master,Tier 2,No Children,0,35,11,0,75,3.1,62.49221662584366,44,0,1,12,18,53.9,52.3,35.0,60425.0,3053,0,0
EMP_102278,40,Female,UK,Finance,Financial Analyst,Bachelor,Tier 1,Parent,0,35,9,0,50,3.85,81.76505689801158,34,1,0,9,6,58.4,57.9,70.4,64530.0,5316,0,0
EMP_102279,45,Female,USA,Customer Support,Support Agent,Bachelor,Tier 2,Parent,0,28,0,0,75,3.53,69.25615420584958,61,0,0,31,8,59.3,58.4,32.5,32504.0,3878,3581,1
EMP_102280,47,Female,Spain,Customer Support,Customer Success Manager,Bachelor,Tier 2,No Children,0,28,0,0,0,2.91,38.27025103843894,19,3,0,20,15,82.9,68.8,48.3,36223.0,3119,430,0
EMP_102281,35,Male,Canada,IT,Cloud Engineer,Bachelor,Tier 3,No Children,0,35,11,0,50,4.78,51.995162144963786,12,3,1,7,3,70.2,72.2,73.1,76997.0,4940,1228,0
EMP_102282,33,Male,Spain,Finance,Financial Analyst,Master,Tier 2,Parent,0,35,11,0,50,3.09,82.78056810079448,23,0,0,22,28,74.4,67.6,38.8,59306.0,1537,0,0
EMP_102283,33,Female,USA,Operations,Operations Manager,Bachelor,Tier 2,Parent,0,28,0,0,25,1.59,90.814300852729,42,0,0,32,42,52.3,69.9,20.0,47351.0,0,1915,0
EMP_102284,22,Female,France,HR,Talent Manager,Master,Tier 1,Parent,0,35,1,0,50,3.43,58.25236712050175,16,3,1,2,47,53.8,61.9,55.5,43492.0,4234,0,0
EMP_102285,22,Male,France,Operations,Operations Manager,Master,Tier 1,Parent,0,35,1,0,50,3.61,50.499652916655386,48,2,0,10,0,74.9,59.5,66.3,45933.0,3380,0,0
EMP_102286,37,Male,UK,Customer Support,Support Agent,Bachelor,Tier 2,No Children,0,35,8,0,100,3.86,73.06004845683532,34,3,0,10,15,56.9,48.7,59.6,51086.0,3631,0,0
EMP_102287,35,Male,Canada,Operations,Supply Coordinator,Master,Tier 3,Parent,0,35,0,0,50,3.43,66.74774307480851,40,0,1,13,11,57.4,62.3,63.2,49836.0,6840,0,0
EMP_102288,43,Female,UK,Data,Data Engineer,PhD,Tier 3,Parent,0,35,4,2,25,3.94,55.78098714160874,24,2,1,19,18,65.8,76.5,66.5,83251.0,6357,10074,0
EMP_102289,37,Female,USA,Finance,Financial Analyst,Master,Tier 2,No Children,0,35,8,0,50,3.31,41.91387775672441,25,0,0,15,18,66.0,56.2,54.4,65390.0,0,0,1
EMP_102290,25,Female,Germany,IT,Cloud Engineer,Bachelor,Tier 3,No Children,1,28,0,0,50,2.56,65.72487575271926,42,2,1,10,3,52.4,51.8,75.2,50128.0,0,0,0
EMP_102291,38,Female,Spain,HR,Recruiter,PhD,Tier 2,Parent,0,28,0,0,0,3.39,84.34659514103951,16,1,0,17,4,58.3,79.0,55.7,37384.0,4251,1548,1
EMP_102292,35,Male,France,Finance,Accountant,Master,Tier 2,Parent,0,28,0,0,50,3.51,90.9156485496397,41,1,0,13,18,78.6,63.6,79.2,47326.0,3520,0,0
EMP_102293,24,Female,Canada,IT,Cloud Engineer,Bachelor,Tier 2,Parent,0,28,3,0,50,2.98,82.8784003013943,36,1,0,32,2,48.5,68.8,48.0,51353.0,3515,0,1
EMP_102294,28,Female,Canada,Sales,Sales Executive,Master,Tier 3,Parent,0,28,0,0,50,3.72,57.59349394335934,65,3,0,27,38,50.4,57.5,37.1,,2535,726,1
EMP_102295,38,Female,UK,Customer Support,Support Agent,PhD,Tier 2,Parent,0,28,4,0,50,3.35,69.61266115927745,41,1,0,21,8,62.5,70.0,52.6,41919.0,1841,0,0
EMP_102296,28,Female,Canada,Customer Support,Support Agent,Master,Tier 3,Parent,0,35,7,0,25,,65.38178933265719,40,2,0,11,21,39.3,78.0,32.2,51373.0,0,3206,0
EMP_102297,41,Female,Spain,Operations,Operations Manager,Master,Tier 1,No Children,0,28,7,0,50,3.47,97.21692289996,61,1,1,15,14,62.6,56.1,61.6,56326.0,5476,0,0
EMP_102298,25,Female,Canada,Customer Support,Support Agent,Master,Tier 2,No Children,0,35,4,2,0,4.17,79.85128346927564,33,2,0,15,30,64.9,80.6,58.8,67462.0,9483,6177,0
EMP_102299,26,Female,Canada,Data,Data Engineer,Bachelor,Tier 2,Parent,0,28,5,0,50,2.62,88.70726615066096,62,0,0,26,19,50.3,47.4,21.8,56179.0,4668,4652,1
EMP_102300,34,Female,France,Marketing,Content Specialist,Master,Tier 2,No Children,0,28,7,0,50,3.57,86.2360352606307,14,1,0,19,23,65.9,70.2,59.1,54047.0,0,0,0
EMP_102301,53,Male,Spain,Sales,Account Manager,Master,Tier 1,Parent,0,35,0,0,25,4.06,60.77056863188888,48,0,1,14,3,69.4,70.7,71.4,52747.0,4221,0,0
EMP_102302,49,Male,France,Finance,Accountant,Bachelor,Tier 2,Parent,0,28,15,2,50,3.03,65.22191929754479,44,0,0,23,7,84.2,87.4,47.8,106008.0,8383,7683,1
EMP_102303,36,Male,France,Marketing,Content Specialist,Bachelor,Tier 2,Parent,0,35,6,1,50,4.44,44.8983691523834,48,0,1,12,35,76.4,67.1,46.2,59252.0,2807,5032,0
EMP_102304,27,Male,France,Marketing,SEO Manager,Bachelor,Tier 2,No Children,0,35,0,0,0,3.71,60.530668621281166,18,0,1,13,38,80.7,65.9,71.6,43348.0,2680,2139,0
EMP_102305,39,Female,UK,Operations,Supply Coordinator,Bachelor,Tier 1,Parent,0,35,0,0,50,2.8,63.43202376823587,27,0,0,19,10,48.2,66.5,44.1,45001.0,0,0,1
EMP_102306,51,Female,Spain,IT,Frontend Developer,Bachelor,Tier 1,No Children,0,35,0,0,75,3.5,57.16306336852325,3,1,1,12,6,40.7,62.3,70.6,45137.0,4400,0,0
EMP_102307,22,Male,USA,HR,Talent Manager,Master,Tier 3,Parent,0,35,1,0,75,3.72,55.11140597085378,13,0,1,17,27,63.1,59.4,41.3,43633.0,3921,0,0
EMP_102308,27,Male,Germany,Data,ML Engineer,Master,Tier 3,No Children,0,35,6,0,100,2.93,56.1488422343104,26,1,1,4,10,38.0,69.4,65.4,73684.0,9909,10216,0
EMP_102309,42,Female,USA,Marketing,SEO Manager,Master,Tier 2,No Children,1,35,0,0,50,1.73,48.35331778854161,45,1,0,15,18,69.6,66.9,61.4,44756.0,0,0,0
EMP_102310,41,Male,Canada,Data,Data Engineer,Bachelor,Tier 2,No Children,1,35,9,0,50,4.55,70.33759624519314,21,2,0,12,17,54.3,58.3,74.9,73779.0,9223,888,0
EMP_102311,41,Male,Germany,Finance,Accountant,PhD,Tier 3,Parent,0,28,3,0,100,4.21,54.327150850230666,66,0,0,31,9,54.4,54.8,59.0,58838.0,3788,0,1
EMP_102312,52,Male,Spain,Marketing,Growth Manager,Master,Tier 3,Parent,0,35,6,1,100,,61.26492599768324,50,0,1,17,16,59.9,62.4,56.2,63845.0,6953,7140,0
EMP_102313,24,Male,France,Operations,Supply Coordinator,Bachelor,Tier 2,No Children,0,35,3,1,100,3.45,56.41778462665393,42,3,0,5,33,70.7,67.4,47.7,62992.0,3221,4108,0
EMP_102314,49,Male,Spain,Data,Data Analyst,Bachelor,Tier 3,Parent,0,35,4,0,50,2.19,83.09096495246305,49,3,0,5,31,66.1,69.6,71.0,59334.0,9496,0,0
EMP_102315,32,Female,USA,Customer Support,Customer Success Manager,Master,Tier 3,Parent,0,35,5,0,25,3.23,66.45118813455679,48,2,0,12,13,48.4,73.9,62.8,45118.0,5210,0,0
EMP_102316,22,Male,Canada,Data,Data Engineer,Bachelor,Tier 2,No Children,0,35,1,0,50,3.49,47.20220765155048,42,0,0,27,3,57.7,69.2,78.0,63328.0,2877,0,1
EMP_102317,24,Female,USA,Sales,Account Manager,Master,Tier 1,No Children,0,35,3,1,50,3.47,77.68935625530233,1,0,0,22,19,39.0,57.1,38.3,64694.0,5213,6375,0
EMP_102318,34,Male,Canada,Marketing,Content Specialist,Master,Tier 3,Parent,0,35,3,1,75,3.0,55.616241785241286,53,1,0,6,47,64.6,67.8,55.0,61163.0,8734,4506,0
EMP_102319,45,Male,UK,Data,ML Engineer,Bachelor,Tier 2,Parent,0,35,0,1,75,2.27,72.9586569505815,29,1,0,3,24,63.2,73.9,61.5,67253.0,10424,3713,0
EMP_102320,28,Male,UK,Data,Data Scientist,Bachelor,Tier 2,Parent,0,28,7,1,25,3.78,91.83772088262737,8,1,0,19,27,74.0,62.9,62.3,75613.0,8181,1691,0
EMP_102321,47,Female,France,HR,Recruiter,Bachelor,Tier 2,No Children,1,28,7,0,75,3.13,84.71707498836236,31,1,0,18,30,72.2,66.2,53.4,56102.0,2578,0,1
EMP_102322,31,Female,Spain,Data,ML Engineer,Bachelor,Tier 2,No Children,0,35,6,0,75,3.73,63.680674584818256,19,3,0,9,20,70.6,56.5,56.5,72853.0,5146,1214,0
EMP_102323,39,Male,UK,Data,ML Engineer,Master,Tier 1,Parent,0,35,6,1,50,4.96,59.83495690795685,13,1,0,11,2,51.9,68.2,71.1,82451.0,8399,1859,0
EMP_102324,24,Male,USA,HR,HRBP,Master,Tier 2,Parent,0,35,3,1,0,3.24,76.57661364700223,41,0,0,21,23,78.3,82.9,41.8,65336.0,4437,6710,0
EMP_102325,43,Female,UK,IT,Frontend Developer,Master,Tier 2,No Children,0,28,0,1,50,3.61,55.667344442872334,39,0,1,17,14,50.0,67.1,66.3,64755.0,6060,6717,0
EMP_102326,48,Female,Spain,HR,Recruiter,Bachelor,Tier 2,No Children,1,28,2,0,75,3.23,59.31999974559995,53,2,0,22,34,72.5,47.7,58.8,41153.0,8841,0,0
EMP_102327,36,Non-Binary,Canada,Operations,Supply Coordinator,Master,Tier 2,No Children,1,35,15,2,100,4.58,54.26976166186521,34,1,0,8,28,48.3,78.6,61.6,103243.0,7843,6887,0
EMP_102328,22,Female,Germany,IT,Frontend Developer,Bachelor,Tier 3,Parent,0,35,1,0,0,4.42,66.84741737879851,44,3,0,11,10,52.9,74.5,56.2,51951.0,5296,0,0
EMP_102329,42,Male,Germany,Data,Data Scientist,Master,Tier 1,Parent,0,35,6,3,75,3.82,62.8033689462608,33,0,1,12,26,80.5,57.9,48.6,109437.0,13485,13205,0
EMP_102330,40,Male,USA,Marketing,Growth Manager,PhD,Tier 3,Parent,0,28,6,0,100,2.89,55.61969545883158,25,0,0,20,35,55.8,48.2,45.9,61966.0,7415,4107,0
EMP_102331,37,Female,Canada,Marketing,Content Specialist,Master,Tier 3,No Children,0,28,12,0,25,3.34,64.52094368736488,19,2,0,12,5,56.0,68.5,68.8,59124.0,553,1752,0
EMP_102332,32,Female,USA,Marketing,Growth Manager,Master,Tier 2,No Children,0,28,6,2,50,4.08,47.55676065087318,31,2,1,9,35,70.8,72.8,54.4,70479.0,10914,12462,1
EMP_102333,22,Male,Spain,Customer Support,Customer Success Manager,Master,Tier 2,Parent,0,35,1,0,75,2.63,66.12511836689518,21,0,1,14,26,76.4,63.4,73.6,35944.0,5260,1203,0
EMP_102334,43,Male,Germany,HR,Recruiter,Bachelor,Tier 2,No Children,1,35,2,0,0,3.82,46.08041486959389,37,1,0,7,9,70.9,59.2,53.1,43944.0,979,1309,0
EMP_102335,35,Female,UK,Sales,Sales Executive,Master,Tier 2,No Children,0,35,6,0,75,2.88,72.34975637575303,64,0,1,5,31,65.1,68.0,51.7,64192.0,4396,260,0
EMP_102336,39,Male,France,Marketing,Growth Manager,Bachelor,Tier 2,No Children,0,35,3,1,75,4.27,76.21690913117828,58,0,0,12,48,53.0,53.0,26.9,59249.0,3610,7710,0
EMP_102337,49,Female,Spain,HR,Recruiter,Master,Tier 1,Parent,0,35,12,2,50,3.26,43.27904670783509,46,3,0,12,20,68.2,76.0,57.4,80965.0,4336,14836,0
EMP_102338,22,Female,USA,Customer Support,Support Agent,Master,Tier 3,Parent,0,35,1,0,50,3.94,84.9053035788008,38,1,0,14,28,40.6,77.6,62.7,39587.0,2087,2536,0
EMP_102339,25,Female,USA,HR,Talent Manager,PhD,Tier 3,Parent,1,28,4,0,50,4.41,89.84212856426703,53,2,0,23,6,66.7,57.3,50.9,53799.0,2950,0,0
EMP_102340,49,Female,Germany,Sales,Sales Executive,Bachelor,Tier 2,Parent,1,28,1,0,50,3.69,59.373742370626665,56,1,0,17,20,52.7,65.7,51.8,56689.0,3555,0,0
EMP_102341,30,Male,Germany,HR,HRBP,Master,Tier 3,No Children,0,28,9,3,50,4.83,72.75286953152097,0,1,1,8,36,58.4,81.9,73.7,95875.0,6727,14774,0
EMP_102342,30,Female,Spain,Data,Data Scientist,Bachelor,Tier 2,Parent,0,35,9,0,0,4.49,54.66219168078951,41,0,0,20,34,53.7,73.7,34.9,59140.0,3487,1122,1
EMP_102343,27,Female,Spain,HR,Recruiter,Master,Tier 2,Parent,0,35,6,0,50,2.75,62.66020636246161,42,0,0,14,32,69.2,56.3,48.4,44067.0,2632,0,0
EMP_102344,35,Male,Germany,Marketing,SEO Manager,Bachelor,Tier 1,Parent,0,35,4,0,0,3.82,53.41351984101463,73,0,0,15,18,57.8,53.4,40.1,63041.0,9929,0,0
EMP_102345,22,Male,Spain,IT,Frontend Developer,Master,Tier 3,Parent,0,35,1,1,50,3.68,49.87992602377453,42,3,0,10,14,86.3,43.2,65.5,69142.0,0,6557,0
EMP_102346,39,Male,UK,HR,Recruiter,Master,Tier 3,No Children,0,35,1,1,100,2.9,99.32794877495114,56,2,1,6,21,40.8,72.3,76.3,59032.0,3463,5029,0
EMP_102347,22,Male,Spain,HR,Talent Manager,Bachelor,Tier 3,No Children,0,35,1,0,50,2.04,68.83970902525935,30,1,0,4,31,77.1,51.8,37.9,42888.0,2843,775,0
EMP_102348,22,Male,UK,Data,Data Scientist,Bachelor,Tier 1,Parent,0,35,1,0,50,3.17,61.79682634061625,57,0,0,14,21,67.2,67.9,35.4,68908.0,7044,0,1
EMP_102349,43,Female,UK,Customer Support,Support Agent,Master,Tier 2,No Children,0,35,15,0,75,3.74,61.14411973212923,12,1,1,9,21,64.6,63.3,63.8,59290.0,5776,0,0
EMP_102350,30,Male,France,Marketing,SEO Manager,Bachelor,Tier 2,No Children,0,35,5,1,50,3.27,77.57583950752523,36,1,0,22,2,64.0,63.9,64.7,71398.0,6622,1531,0
EMP_102351,27,Male,Canada,Marketing,Content Specialist,Master,Tier 3,Parent,0,35,6,2,50,3.74,90.76419903275831,75,3,1,15,24,46.9,63.7,72.7,82728.0,3831,4126,0
EMP_102352,34,Male,Spain,Sales,Account Manager,Bachelor,Tier 3,Parent,0,35,4,0,25,3.72,58.57688150383122,67,1,1,5,34,68.6,68.0,52.2,66640.0,4050,0,0
EMP_102353,38,Male,Canada,HR,Talent Manager,Master,Tier 2,No Children,0,28,2,1,25,2.87,63.97992720250418,41,2,0,12,3,59.7,58.4,48.2,55980.0,8037,5937,0
EMP_102354,47,Male,Canada,Customer Support,Customer Success Manager,Bachelor,Tier 3,No Children,0,35,6,0,50,3.3,57.0754692524262,17,0,0,23,3,63.5,57.4,49.2,50254.0,3982,0,1
EMP_102355,44,Male,France,Data,Data Engineer,Master,Tier 3,No Children,0,35,8,0,100,2.94,60.50172340048245,51,1,0,7,31,51.6,51.8,49.2,73892.0,6431,0,0
EMP_102356,45,Male,USA,HR,Talent Manager,Master,Tier 1,Parent,0,35,10,0,50,4.39,43.83403758691792,18,1,1,8,0,79.5,54.2,100.0,59901.0,6062,279,0
EMP_102357,33,Female,France,Data,Data Analyst,Master,Tier 3,Parent,0,35,6,0,50,2.68,99.0593040686285,66,1,0,15,24,51.5,65.0,59.0,64838.0,7963,0,0
EMP_102358,25,Female,UK,Operations,Operations Manager,Bachelor,Tier 2,No Children,0,35,0,1,75,4.17,61.230054410152086,40,1,0,3,30,49.5,56.2,56.2,52598.0,8317,5026,0
EMP_102359,48,Female,Spain,Marketing,SEO Manager,Bachelor,Tier 2,Parent,0,35,9,3,100,2.76,82.9426799979666,12,2,0,3,31,61.4,80.7,53.3,96109.0,3176,9754,0
EMP_102360,29,Female,USA,IT,Backend Developer,Bachelor,Tier 3,No Children,0,28,8,0,50,,63.71030713544764,49,1,0,16,9,47.1,54.5,65.1,77097.0,9094,1860,1
EMP_102361,53,Female,Germany,Finance,Controller,Bachelor,Tier 1,No Children,0,35,7,0,25,4.02,44.51514656447972,16,0,0,22,24,57.5,66.3,40.4,58137.0,5807,0,0
EMP_102362,25,Male,USA,IT,DevOps Engineer,Master,Tier 2,No Children,0,35,4,2,100,2.6,78.80955457108351,44,2,0,18,36,62.8,57.4,57.1,87750.0,3025,13171,0
EMP_102363,31,Male,USA,Customer Support,Support Agent,Master,Tier 2,Parent,0,28,10,0,50,2.61,74.80902116295029,17,2,0,9,46,69.2,55.6,59.1,44982.0,3205,403,0
EMP_102364,46,Male,UK,Operations,Operations Manager,Master,Tier 2,No Children,0,35,0,1,75,3.61,63.79267374130956,29,1,0,10,1,68.3,63.3,51.0,72078.0,6076,3292,0
EMP_102365,35,Male,USA,Marketing,Content Specialist,PhD,Tier 1,No Children,0,35,0,0,100,4.46,77.56269460900512,55,0,0,19,20,66.9,54.6,51.9,43431.0,7345,532,0
EMP_102366,42,Male,UK,IT,Frontend Developer,Bachelor,Tier 2,No Children,0,28,0,2,50,3.76,75.93892864674986,25,0,0,22,17,65.6,76.3,35.6,70970.0,10463,7479,1
EMP_102367,42,Female,UK,HR,Talent Manager,Master,Tier 2,Parent,0,35,7,0,50,3.45,54.37863459716597,51,2,1,7,16,49.4,46.0,50.7,52903.0,403,1242,0
EMP_102368,51,Female,Spain,Marketing,Growth Manager,Master,Tier 3,Parent,0,28,0,0,50,3.98,96.05830924738112,48,3,1,24,25,53.4,62.5,66.9,42544.0,4644,0,0
EMP_102369,32,Female,Spain,IT,Frontend Developer,Bachelor,Tier 2,No Children,0,35,6,0,75,,62.066455007840574,70,1,0,6,0,76.4,55.4,64.4,63236.0,9217,0,0
EMP_102370,39,Female,UK,Marketing,Growth Manager,Bachelor,Tier 3,No Children,0,28,7,1,0,2.96,52.22006814936199,39,0,0,25,6,66.7,81.6,39.5,64085.0,5948,6739,0
EMP_102371,22,Female,Canada,Data,ML Engineer,Master,Tier 2,Parent,0,35,0,0,0,3.11,54.03131325105685,8,0,0,16,20,40.5,77.2,44.4,68934.0,4299,6698,1
EMP_102372,42,Male,UK,Customer Support,Customer Success Manager,Bachelor,Tier 1,No Children,0,35,0,0,25,2.18,52.46118679188351,41,1,1,11,14,54.0,65.3,59.0,31555.0,5919,2014,0
EMP_102373,28,Male,Canada,Sales,Sales Executive,Master,Tier 2,Parent,0,35,7,1,50,3.62,,21,0,0,12,32,83.5,56.2,31.5,81357.0,4850,0,0
EMP_102374,33,Male,Germany,Operations,Supply Coordinator,Master,Tier 2,No Children,0,35,7,0,25,3.91,65.55946051148841,23,0,0,24,25,68.0,72.0,68.7,54689.0,6038,4488,0
EMP_102375,51,Male,Germany,Data,ML Engineer,Master,Tier 2,Parent,1,35,6,2,0,2.48,89.13161534015416,45,2,0,12,21,69.7,67.4,51.9,103326.0,12261,14946,0
EMP_102376,31,Female,USA,Sales,Account Manager,Bachelor,Tier 3,No Children,0,28,10,1,50,3.87,59.36599456900849,72,1,1,8,3,48.7,74.0,73.5,87751.0,4885,5128,0
EMP_102377,34,Female,USA,Marketing,SEO Manager,Master,Tier 2,Parent,0,28,3,1,75,1.97,69.9524883838932,15,0,0,40,20,48.0,59.4,22.4,67913.0,7447,5290,1
EMP_102378,29,Male,France,Operations,Operations Manager,Bachelor,Tier 1,Parent,0,35,0,1,25,4.84,71.75229513171183,47,2,0,3,12,65.4,80.4,74.9,58999.0,7918,2201,0
EMP_102379,41,Male,UK,Operations,Supply Coordinator,Bachelor,Tier 2,Parent,0,28,5,0,50,2.92,73.70079813980914,53,0,0,32,42,59.7,71.6,57.3,63901.0,2823,314,0
EMP_102380,35,Male,UK,HR,Talent Manager,PhD,Tier 2,No Children,1,35,7,0,50,2.93,45.81003297255921,35,1,0,11,13,66.1,57.6,56.0,53652.0,5377,0,0
EMP_102381,39,Male,Germany,HR,HRBP,Master,Tier 3,Parent,0,35,11,0,50,3.21,91.37992314468404,31,0,0,19,16,60.2,63.1,30.2,64786.0,7296,0,0
EMP_102382,37,Male,USA,Operations,Supply Coordinator,Master,Tier 2,Parent,0,35,12,0,100,3.51,84.89515160240366,30,1,1,9,23,53.5,62.1,63.8,74329.0,8242,0,0
EMP_102383,40,Male,Spain,Customer Support,Support Agent,Master,Tier 3,No Children,0,35,8,1,0,,66.16262197836753,17,3,0,4,29,54.3,61.7,51.3,56082.0,6088,7637,0
EMP_102384,51,Male,USA,Sales,Account Manager,Bachelor,Tier 2,Parent,1,28,6,1,100,2.91,49.17080113024476,0,2,0,18,0,47.2,45.9,80.4,81614.0,2611,9905,0
EMP_102385,29,Female,France,Customer Support,Support Agent,Master,Tier 3,Parent,0,28,5,0,50,3.19,75.62793958915546,17,0,0,28,17,56.5,62.3,31.9,45417.0,2931,0,1
EMP_102386,36,Male,Spain,IT,Backend Developer,Master,Tier 2,No Children,0,35,9,0,50,2.69,85.85629580539673,32,1,0,3,0,55.9,70.8,52.4,61772.0,4354,0,0
EMP_102387,45,Female,Canada,Sales,Business Developer,PhD,Tier 3,Parent,1,35,5,0,75,2.66,90.59661942037518,36,0,0,18,19,53.8,67.8,45.5,70451.0,6380,6573,0
